,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_5-17-2017
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 5/25/2017 14:12:16
,     Stop Time: ~6/4/2017 14:12:16


Interface/Port, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Interval Count,0.00,0.00,51.49,0.00,0.00,0.00,0.18,1.67,0.00,0.00,23.72,0.00,3.51,4.16,0.00,
Average m/min.,0.00,0.00,20.58,0.00,0.00,0.00,0.07,0.67,0.00,0.00,9.49,0.00,1.40,1.66,0.00,
Distance,211.11,256.84,638.57,0.00,115.86,302.79,218.36,459.04,0.21,579.37,442.72,40.56,191.19,325.61,0.00,
Total Counts,527.76,642.09,1596.42,0.00,289.66,756.97,545.91,1147.61,0.51,1448.42,1106.80,101.41,477.99,814.03,0.00,


 14:53:48
Interval Count,0.00,0.00,28.11,0.00,0.00,0.00,0.00,2.26,0.00,0.00,12.86,0.00,1.67,22.95,0.00,
Average m/min.,0.00,0.00,11.25,0.00,0.00,0.00,0.00,0.91,0.00,0.00,5.14,0.00,0.67,9.18,0.00,
Distance,211.11,256.84,649.81,0.00,115.86,302.79,218.36,459.95,0.21,579.37,447.86,40.56,191.86,334.79,0.00,
Total Counts,527.76,642.09,1624.53,0.00,289.66,756.97,545.91,1149.87,0.51,1448.42,1119.66,101.41,479.66,836.97,0.00,


 14:54:48
Interval Count,0.00,0.03,0.00,0.00,0.00,5.05,0.42,4.92,0.00,0.00,7.07,1.58,0.00,20.45,0.00,
Average m/min.,0.00,0.01,0.00,0.00,0.00,2.02,0.17,1.97,0.00,0.00,2.83,0.63,0.00,8.18,0.00,
Distance,211.11,256.85,649.81,0.00,115.86,304.81,218.53,461.92,0.21,579.37,450.69,41.19,191.86,342.97,0.00,
Total Counts,527.76,642.12,1624.53,0.00,289.66,762.03,546.33,1154.79,0.51,1448.42,1126.72,102.99,479.66,857.42,0.00,


 14:55:48
Interval Count,0.00,0.17,2.97,0.00,0.04,0.00,3.24,3.39,0.00,0.00,18.58,0.63,0.18,42.13,0.00,
Average m/min.,0.00,0.07,1.19,0.00,0.02,0.00,1.30,1.35,0.00,0.00,7.43,0.26,0.08,16.85,0.00,
Distance,211.11,256.92,651.00,0.00,115.88,304.81,219.83,463.27,0.21,579.37,458.12,41.45,191.94,359.82,0.00,
Total Counts,527.76,642.29,1627.50,0.00,289.70,762.03,549.57,1158.18,0.51,1448.42,1145.30,103.62,479.84,899.55,0.00,


 14:56:48
Interval Count,0.00,0.03,18.54,0.00,0.00,0.00,0.12,0.03,0.00,0.00,11.80,0.71,0.71,0.01,0.00,
Average m/min.,0.00,0.01,7.41,0.00,0.00,0.00,0.04,0.01,0.00,0.00,4.72,0.28,0.28,0.01,0.00,
Distance,211.11,256.93,658.42,0.00,115.88,304.81,219.87,463.28,0.21,579.37,462.84,41.73,192.22,359.83,0.00,
Total Counts,527.76,642.32,1646.04,0.00,289.70,762.03,549.68,1158.21,0.51,1448.42,1157.11,104.33,480.55,899.57,0.00,


 14:57:48
Interval Count,0.00,0.01,21.34,0.00,0.00,0.00,0.00,1.99,0.00,0.00,0.28,1.87,0.67,0.00,0.00,
Average m/min.,0.00,0.00,8.53,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.11,0.75,0.27,0.00,0.00,
Distance,211.11,256.93,666.95,0.00,115.88,304.81,219.87,464.08,0.21,579.37,462.95,42.48,192.49,359.83,0.00,
Total Counts,527.76,642.33,1667.38,0.00,289.70,762.03,549.68,1160.20,0.51,1448.42,1157.38,106.20,481.22,899.57,0.00,


 14:58:48
Interval Count,0.00,0.95,15.83,0.00,0.00,0.00,0.00,3.12,0.00,0.00,2.88,0.00,6.37,0.25,0.00,
Average m/min.,0.00,0.38,6.33,0.00,0.00,0.00,0.00,1.25,0.00,0.00,1.16,0.00,2.55,0.10,0.00,
Distance,211.11,257.31,673.28,0.00,115.88,304.81,219.87,465.33,0.21,579.37,464.11,42.48,195.04,359.93,0.00,
Total Counts,527.76,643.28,1683.21,0.00,289.70,762.03,549.68,1163.32,0.51,1448.42,1160.26,106.20,487.59,899.82,0.00,


 14:59:48
Interval Count,0.00,0.00,8.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.37,0.00,1.71,1.34,0.00,
Average m/min.,0.00,0.00,3.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.93,0.00,0.68,0.53,0.00,
Distance,211.11,257.31,676.82,0.00,115.88,304.81,219.87,465.33,0.21,579.37,483.05,42.48,195.72,360.46,0.00,
Total Counts,527.76,643.28,1692.04,0.00,289.70,762.03,549.68,1163.32,0.51,1448.42,1207.63,106.20,489.30,901.16,0.00,


 15:00:48
Interval Count,0.00,0.17,56.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.53,1.49,6.95,1.13,0.00,
Average m/min.,0.00,0.07,22.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.21,0.59,2.78,0.46,0.00,
Distance,211.11,257.38,699.25,0.00,115.88,304.81,219.87,465.33,0.21,579.37,507.26,43.07,198.50,360.92,0.00,
Total Counts,527.76,643.45,1748.13,0.00,289.70,762.03,549.68,1163.32,0.51,1448.42,1268.16,107.68,496.25,902.29,0.00,


 15:01:48
Interval Count,0.00,0.00,49.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.86,1.09,1.63,17.26,0.00,
Average m/min.,0.00,0.00,19.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.55,0.44,0.65,6.90,0.00,
Distance,211.11,257.38,719.23,0.00,115.88,304.81,219.87,465.33,0.21,579.37,508.81,43.51,199.15,367.82,0.00,
Total Counts,527.76,643.45,1798.08,0.00,289.70,762.03,549.68,1163.32,0.51,1448.42,1272.01,108.78,497.88,919.55,0.00,


 15:02:48
Interval Count,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.24,0.75,0.00,
Average m/min.,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50,0.30,0.00,
Distance,211.11,257.44,719.23,0.00,115.88,304.81,219.87,465.33,0.21,579.37,508.81,43.51,203.65,368.12,0.00,
Total Counts,527.76,643.59,1798.08,0.00,289.70,762.03,549.68,1163.32,0.51,1448.42,1272.01,108.78,509.12,920.30,0.00,


 15:03:48
Interval Count,0.00,1.63,35.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.93,0.00,5.24,0.12,0.00,
Average m/min.,0.00,0.65,14.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.97,0.00,2.09,0.05,0.00,
Distance,211.11,258.09,733.58,0.00,115.88,304.81,219.87,465.33,0.21,579.37,510.78,43.51,205.74,368.17,0.00,
Total Counts,527.76,645.22,1833.95,0.00,289.70,762.03,549.68,1163.32,0.51,1448.42,1276.95,108.78,514.36,920.42,0.00,


 15:04:48
Interval Count,0.00,0.00,54.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.50,0.00,10.87,1.09,0.00,
Average m/min.,0.00,0.00,21.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.40,0.00,4.35,0.44,0.00,
Distance,211.11,258.09,755.33,0.00,115.88,304.81,219.87,465.33,0.21,579.37,528.18,43.51,210.09,368.61,0.00,
Total Counts,527.76,645.22,1888.32,0.00,289.70,762.03,549.68,1163.32,0.51,1448.42,1320.45,108.78,525.22,921.51,0.00,


 15:05:48
Interval Count,0.00,0.00,52.03,0.00,0.00,0.00,0.00,0.00,0.00,0.01,54.84,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,20.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.95,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,776.14,0.00,115.88,304.81,219.87,465.33,0.21,579.37,550.12,43.51,210.09,368.61,0.00,
Total Counts,527.76,645.22,1940.34,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1375.29,108.78,525.22,921.51,0.00,


 15:06:48
Interval Count,0.00,0.00,30.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.49,0.00,1.67,0.03,0.00,
Average m/min.,0.00,0.00,12.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.77,0.00,0.67,0.01,0.00,
Distance,211.11,258.09,788.28,0.00,115.88,304.81,219.87,465.33,0.21,579.37,577.91,43.51,210.76,368.62,0.00,
Total Counts,527.76,645.22,1970.71,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1444.78,108.78,526.89,921.54,0.00,


 15:07:48
Interval Count,0.00,0.00,41.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.08,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.62,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,804.98,0.00,115.88,304.81,219.87,465.33,0.21,579.37,603.54,43.51,210.76,368.62,0.00,
Total Counts,527.76,645.22,2012.46,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1508.86,108.78,526.89,921.54,0.00,


 15:08:48
Interval Count,0.00,0.00,60.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.91,0.00,0.03,0.07,0.00,
Average m/min.,0.00,0.00,24.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.37,0.00,0.01,0.02,0.00,
Distance,211.11,258.09,829.15,0.00,115.88,304.81,219.87,465.33,0.21,579.37,621.91,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2072.88,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1554.76,108.78,526.92,921.61,0.00,


 15:09:48
Interval Count,0.00,0.00,56.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.39,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,22.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.95,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,851.61,0.00,115.88,304.81,219.87,465.33,0.21,579.37,626.86,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2129.03,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1567.16,108.78,526.92,921.61,0.00,


 15:10:48
Interval Count,0.00,0.00,48.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,19.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,871.15,0.00,115.88,304.81,219.87,465.33,0.21,579.37,626.86,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2177.88,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1567.16,108.78,526.92,921.61,0.00,


 15:11:48
Interval Count,0.00,0.00,56.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,22.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,893.78,0.00,115.88,304.81,219.87,465.33,0.21,579.37,626.92,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2234.45,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1567.29,108.78,526.92,921.61,0.00,


 15:12:48
Interval Count,0.00,0.00,55.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.79,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,22.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.51,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,916.01,0.00,115.88,304.81,219.87,465.33,0.21,579.37,630.43,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2290.01,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1576.08,108.78,526.92,921.61,0.00,


 15:13:48
Interval Count,0.00,0.00,55.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.72,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,22.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.29,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,938.04,0.00,115.88,304.81,219.87,465.33,0.21,579.37,640.72,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2345.11,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1601.80,108.78,526.92,921.61,0.00,


 15:14:48
Interval Count,0.00,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.61,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.84,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,938.24,0.00,115.88,304.81,219.87,465.33,0.21,579.37,646.56,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2345.59,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1616.41,108.78,526.92,921.61,0.00,


 15:15:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.30,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.71,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,938.24,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2345.59,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:16:48
Interval Count,0.00,0.00,10.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,4.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,942.31,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2355.76,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:17:48
Interval Count,0.00,0.00,41.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,16.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,959.06,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2397.66,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:18:48
Interval Count,0.00,0.00,45.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,18.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,977.27,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2443.17,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:19:48
Interval Count,0.00,0.00,47.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,19.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,996.31,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2490.76,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:20:48
Interval Count,0.00,0.00,55.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,22.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,1018.52,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2546.29,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:21:48
Interval Count,0.00,0.00,59.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,23.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,1042.29,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2605.74,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:22:48
Interval Count,0.00,0.00,62.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,25.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,1067.32,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2668.30,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:23:48
Interval Count,0.00,0.00,24.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,9.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,1077.04,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2692.61,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:24:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,1077.04,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2692.61,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:25:48
Interval Count,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,4.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,1081.48,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2703.71,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:26:48
Interval Count,0.00,0.00,52.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,20.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,1102.35,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2755.88,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:27:48
Interval Count,0.00,0.00,39.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,15.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,1118.17,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2795.43,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:28:48
Interval Count,0.00,0.00,45.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,18.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,1136.24,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2840.59,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:29:48
Interval Count,0.00,0.00,53.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,21.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,1157.50,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2893.75,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:30:48
Interval Count,0.00,0.00,30.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,12.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,1169.60,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2924.00,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:31:48
Interval Count,0.00,0.00,17.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,6.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,1176.59,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2941.49,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:32:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,1176.59,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2941.49,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:33:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,1176.59,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2941.49,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:34:48
Interval Count,0.00,0.00,31.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,12.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,1189.22,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2973.04,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:35:48
Interval Count,0.00,0.00,13.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,5.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,1194.59,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,2986.47,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:36:48
Interval Count,0.00,0.00,28.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,11.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,1205.94,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,3014.86,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:37:48
Interval Count,0.00,0.00,7.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,2.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,1208.78,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,3021.96,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:38:48
Interval Count,0.00,0.00,46.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,18.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,1227.42,0.00,115.88,304.81,219.87,465.33,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,3068.54,0.00,289.70,762.03,549.68,1163.32,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:39:48
Interval Count,0.00,0.00,52.45,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,20.96,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,1248.39,0.00,115.88,304.81,219.87,465.67,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
Total Counts,527.76,645.22,3120.99,0.00,289.70,762.03,549.68,1164.17,0.51,1448.43,1640.71,108.78,526.92,921.61,0.00,


 15:40:49
Interval Count,0.00,0.00,44.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,17.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,211.11,258.09,1266.27,0.00,115.88,304.81,219.87,465.67,0.21,579.37,656.28,43.51,210.77,368.64,0.00,
